,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,,0.0,,,,,,,,,0,0,,,Adam Ballard,,,,,,,,adam-ballard-1,416,84,RB,,,0,151,12.6,12,404,14,2125,5.3,14,0.0,,Career,1.0,0.0,Navy,1.0,14,,,2276,5.5,,0,,
Career,4.7,,296,,,,,,,,,,21,,Adam Barmann,,527,,56.2,19,3020,5.7,adam-barmann-1,105,18,QB,,108.2,0.0,1.0,1.0,1.0,104,3,83,0.8,3,,,Career,,,Kansas,,3,,,84,0.8,,,,
Career,6.9,0.0,56.0,,,,,,,,0,0,2.0,,Adam Bednarik,,76.0,,73.7,4.0,534.0,7.0,adam-bednarik-1,62,6,QB,,144.8,0.0,1.0,1.0,1.0,61,1,189,3.1,1,0.0,,Career,1.0,0.0,West Virginia,1.0,1,,,190,3.1,,0,,
Career,,,,65,23,,,,,,,,,,Adam Benike,,,,,,,,adam-benike-1,,134,K,,,,,,,,,,,,,,Career,,,Iowa State,,0,,,,,,,,
Career,,,,,,,,,,,,,,,Adam Bettis,,,,,,,,adam-bettis-1,,12,TE,,,,,,,,,,,,,,Career,,,Ole Miss,,2,,,,,,,,
Career,,0.0,,,,,,,,,0,0,,,Adam Bishop,,,,,,,,adam-bishop-1,,60,TE,,,,,,,,,,,,0.0,,Career,1.0,0.0,Nevada,1.0,10,,,,,,0,,
Career,1.5,,14,,,,,,,,,,2,,Adam Bledsoe,,40,,35.0,0,151,3.8,adam-bledsoe-1,15,,QB,,56.7,,,,,15,0,-51,-3.4,0,,,Career,,,Colorado,,,,,-51,-3.4,,,,
Career,,7.0,,,,2.0,0.0,0.0,,,0,0,,,Adam Braidwood,,,2.0,,,,,adam-braidwood-1,,,DL,,,,,,,,,,,,6.5,,Career,20.0,8.5,Washington State,27.0,,,,,,0.0,0,,
Career,,,,33,1.0,,,,,,,,,,Adam Braucher,,,,,,,,adam-braucher-1,,36,K,,,,,,,,,,,,,,Career,,,Indiana,,0,,,,,,,,
Career,,,,,,,,,,,,,,,Adam Brooks,,,,,,,,adam-brooks-1,1,,P,,,,,,,1.0,0.0,-13.0,-13.0,0,,,Career,,,Wyoming,,,,,-13,-13.0,,,,
Career,,1.0,,89,25,,,,,,0,0,,,Adam Carlson,,,,,,,,adam-carlson-1,,164,K,,,,,,,,,,,,0.0,,Career,4.0,0.0,Mississippi State,5.0,0,,,,,,0,,
Career,,38,,,,0.0,0.0,0.0,,,1,0,,,Adam Carper,,,1.0,,,,,adam-carper-1,,,LB,,,,,,,,,,,,0.0,,Career,42,4.0,Iowa State,80,,,,,,0.0,0,0.0,
Career,,45,,,,0.0,0.0,0.0,,,1,0,,,Adam Carriker,,,3.0,,,,,adam-carriker-1,,,DL,,,,,,,,,,,,16.5,,Career,50,28.5,Nebraska,95,,,,,,0.0,-3,-3.0,
Career,,,,,,,,,,,,,,,Adam Ciborowski,,,,,,,,adam-ciborowski-1,54,12,RB,0.0,,0.0,15.0,15.0,1.0,53,2,246,4.6,2,,,Career,,,Miami (OH),,2,,,261,4.8,,,,
Career,,,,8,0,,,,,,,,,,Adam Clyne,,,,,,,,adam-clyne-1,,8,K,,,,,,,,,,,,,,Career,,,Central Michigan,,0,,,,,,,,
Career,,,,,,,,,,,,,,,Adam Colbert,,,,,,,,adam-colbert-1,,6,WR,,,,,,,,,,,,,,Career,,,Utah State,,1,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Adam Cole,,,,,,,,adam-cole-1,208,48,RB,,,0.0,19.0,19.0,1.0,207,8,852,4.1,8,,,Career,,,Air Force,,8,,,871,4.2,,,,
Career,,1.0,,41.0,15.0,,,,,,0,0,,,Adam Crossett,,,,,,,,adam-crossett-1,,86,P,,,,,,,,,,,,0.0,,Career,5.0,0.0,Missouri,6.0,0,,,,,,0,,
Career,,,,,,,,,,,,,,,Adam Cuomo,,,,,,,,adam-cuomo-1,51,6,RB,,,0.0,43.0,4.8,9.0,42,1,124,3.0,1,,,Career,,,Toledo,,1,,,167,3.3,,,,
Career,,,,,,,,,,,,,,,Adam Daily,,,,,,,,adam-daily-1,,6,RB,,,,,,,,,,,,,,Career,,,Arkansas,,1,,,,,,,,
Career,,,,,,,,,,,,,,,Adam Davis,,,,,,,,adam-davis-2,,6,WR,,,,,,,,,,,,,,Career,,,Washington State,,1,,,,,,,,
Career,,27,,,,2,0,0,,,,,,,Adam Diehl,,,1,,,,,adam-diehl-1,,,DL,,,,,,,,,,,,4.0,,Career,31,5.0,Wyoming,58,,,,,,0,,,
Career,,,,,,,,,,,,,,,Adam Ditto,,,,,,,,adam-ditto-1,,12,WR,,,,,,,,,,,,,,Career,,,Vanderbilt,,2,,,,,,,,
Career,12.5,,2,,,,,,,,,,0,,Adam English,,2,,100.0,1,5,2.5,adam-english-1,1,,QB,,286.0,,,,,1.0,0.0,-1.0,-1.0,0,,,Career,,,Memphis,,,,,-1,-1.0,,,,
Career,30.0,,1,,,,,,,,,,0,,Adam Ernst,,1,,100.0,1,10,10.0,adam-ernst-1,,,QB,,514.0,,,,,,,,,,,,Career,,,Minnesota,,,,,,,,,,
Career,,24.0,,,,,,,,,2,0,,,Adam Fichter,,,,,,,,adam-fichter-1,,,DL,,,,,,,,,,,,1.0,,Career,17.0,4.0,Temple,41.0,,,,,,,33,16.5,
Career,,,,27.0,9.0,,,,,,,,,,Adam Finley,,,,,,,,adam-finley-1,,54,P,,,,,,,,,,,,,,Career,,,Michigan,,0,,,,,,,,
Career,9.3,,57,,,,,,,,,,3,,Adam Fitch,,103,,55.3,9,911,8.8,adam-fitch-1,107,36,QB,,152.6,,,,,107,6,462,4.3,6,,,Career,,,Air Force,,6,,,462,4.3,,,,
Career,-6.3,,2,,,,,,,,,,1,,Adam Frederick,,6,,33.3,0,7,1.2,adam-frederick-1,3,,QB,,9.8,,,,,3,0,-5,-1.7,0,,,Career,,,Kent State,,,,,-5,-1.7,,,,
Career,,,,,,,,,,,,,,,Adam Gajo,,,,,,,,adam-gajo-1,,6,WR,,,,,,,,,,,,,,Career,,,UNLV,,1,,,,,,,,
Career,,9,,,,0,0,0,,,,,,,Adam Garday,,,0,,,,,adam-garday-1,,,DL,,,,,,,,,,,,3.5,,Career,17,6.0,New Mexico,26,,,,,,0,,,
Career,,,,,,,,,,,,,,0.0,Adam Geis,,,,,,,,adam-geis-1,,12,WR,0,,,,,,,,,,,,,Career,,,Duke,,2,,,,,,,,
Career,,,,,,,,,,,,,,,Adam Geitner,,,,,,,,adam-geitner-1,4,,RB,,,0,10,10.0,1,3,0,16,5.3,0,,,Career,,,UCLA,,,,,26,6.5,,,,
Career,,,,,,,,,,,,,,,Adam Goldberg,,,,,,,,adam-goldberg-1,1,,OL,,,,,,,1,0,2,2.0,0,,,Career,,,Wyoming,,,,,2,2.0,,,,
Career,,3,,0,0,0,0,0,,,,,,0,Adam Gorman,,,0,,,,,adam-gorman-1,39,6,RB,0,,0,56,6.2,9,30,1,94,3.1,1,0.0,0,Career,3,0.0,Florida International,6,1,0,,150,3.8,0,,,
Career,0.0,0.0,0.0,,,,,,,,0,0,0.0,,Adam Graessle,,1.0,,0.0,0.0,0.0,0.0,adam-graessle-1,1,,P,,0.0,,,,,1.0,0.0,7.0,7.0,0,0.0,,Career,2.0,0.0,Pitt,2.0,,,,7,7.0,,0,,
Career,2.2,,77,,,,,,,,,,8,,Adam Greenlee,,155,,49.7,1,686,4.4,adam-greenlee-1,48,12,QB,,78.7,,,,,48,2,72,1.5,2,,,Career,,,Indiana,,2,,,72,1.5,,,,
Career,,67,,,,3.0,0.0,0.0,,,0,0,,,Adam Gunn,,,4.0,,,,,adam-gunn-1,,,LB,,,,,,,,,,,,6.5,,Career,94,13.5,Pitt,161,,,,,,0.0,0,,
Career,6.3,,423,,,,,,,,,,21,,Adam Hall,,752,,56.3,24,5173,6.9,adam-hall-1,115,6,QB,,119.0,0.0,17.0,17.0,1.0,114,1,-166,-1.5,1,,,Career,,,San Diego State,,1,,,-149,-1.3,,,,
Career,,1,,,,,,,,,0,0,,,Adam Hamilton,,,,,,,,adam-hamilton-1,,,DB,,,,,,,,,,,,0.0,,Career,1,0.0,Kansas State,2,,,,,,,0,,
Career,,,,,,,,,,,2,0,,,Adam Hanes,,,,,,,,adam-hanes-1,,,DB,,,,,,,,,,,,,,Career,,,Air Force,,,,,,,,20,10.0,
Career,,,,,,,,,,,,,,,Adam Hawkins,,,,,,,,adam-hawkins-1,153,36,RB,0.0,,0,94,11.8,8,145,6,471,3.2,6,,,Career,,,Washington State,,6,,,565,3.7,,,,
Career,4.7,,41,,,,,,,,,,3,,Adam Helm,,75,,54.7,0,489,6.5,adam-helm-1,87,18,QB,,101.4,,,,,87,3,218,2.5,3,,,Career,,,Kansas State,,3,,,218,2.5,,,,
Career,,21.0,,0.0,0.0,0.0,0.0,0.0,,,2,1,,0.0,Adam Herrin,0.0,,1.0,,,,,adam-herrin-1,,6,LB,0.0,,,,,,,,,,,3.0,0.0,Career,49.0,7.0,Rice,70.0,1,0.0,,,,0.0,35,17.5,
Career,,1,,,,0.0,0.0,0.0,,,0,0,,,Adam Hill,,,0.0,,,,,adam-hill-1,,,OL,,,,,,,,,,,,0.0,,Career,3,0.0,Louisiana-Monroe,4,,,,,,0.0,0,,
Career,,0,,,,0,0,0,,,,,,,Adam Hines,,,0,,,,,adam-hines-1,,,OL,,,,,,,,,,,,0.0,,Career,3,0.0,Indiana,3,,,,,,0,,,
Career,,1,,,,0,0,0,,,,,,,Adam Honaker,,,0,,,,,adam-honaker-1,,,OL,,,,,,,,,,,,0.0,,Career,1,0.0,New Mexico State,2,,,,,,0,,,
Career,4.3,,75,,,,,,,,,,9,,Adam Hoover,,141,,53.2,5,907,6.4,adam-hoover-1,30,,QB,,106.2,,,,,30,0,1,0.0,0,,,Career,,,Cincinnati,,,,,1,0.0,,,,
Career,,0.0,,,,,,,,,0,0,,,Adam Hurst,,,,,,,,adam-hurst-1,,,WR,,,,,,,,,,,,0.0,,Career,1.0,0.0,Southern Mississippi,1.0,,,,,,,0,,
Career,,17.0,,,,,,,,,1,0,,,Adam Ickes,,,,,,,,adam-ickes-1,,6,LB,1.0,,,,,,,,,,,0.0,,Career,20.0,4.0,Nebraska,37.0,1,,,,,,0,0.0,
Career,,,,0.0,0.0,,,,,,,,,0.0,Adam Jacobs,0.0,,,,,,,adam-jacobs-1,,12,TE,0.0,,,,,,,,,,,,0.0,Career,,,Eastern Michigan,,2,0.0,,,,,,,
Career,,0.0,,,,,,,,,0,0,,0,Adam Jennings,,,,,,,,adam-jennings-1,,84,WR,2,,,,,,,,,,,0.0,,Career,2.0,0.0,Fresno State,2.0,14,,,,,,0,,
Career,-3.4,,15,0,0,,1,1,,,,,6,1,Adam Jones,,38,,39.5,0,140,3.7,adam-jones-1,41,18,DB,1,38.8,0,8,4.0,2,39,0,90,2.3,0,,0,Career,,,West Virginia,,3,0,,98,2.4,47,,,
Career,,143,,,,2.0,0.0,0.0,,,2,0,,,Adam Kadela,,,0.0,,,,,adam-kadela-1,,,LB,,,,,,,,,,,,2.5,,Career,134,12.0,Northwestern,277,,,,,,0.0,14,7.0,
Career,,,,0,0,,,,,,,,,0,Adam Keifer,,,,,,,,adam-keifer-1,,12,OL,0,,,,,,,,,,,,0,Career,,,Nevada,,2,0,,,,,,,
Career,,,,,,,,,,,,,,,Adam Kennedy,,,,,,,,adam-kennedy-1,,12,WR,,,,,,,,,,,,,,Career,,,Southern Mississippi,,2,,,,,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,Adam Kennybrew,,1.0,,0.0,0.0,0.0,0.0,adam-kennybrew-1,5,6,RB,,0.0,,,,,5,1,14,2.8,1,,,Career,,,Oregon,,1,,,14,2.8,,,,
Career,,,,94,30,,,,,,,,,,Adam Kiker,,,,,,,,adam-kiker-1,,184,K,,,,,,,,,,,,,,Career,,,North Carolina State,,0,,,,,,,,
Career,,,,,,,,,,,3,0,,,Adam Lancisero,,,,,,,,adam-lancisero-1,,,DB,,,,,,,,,,,,,,Career,,,Colorado State,,,,,,,,27,9.0,
Career,,,,0.0,0.0,,1.0,1.0,,,1,0,,0.0,Adam Lehnortt,0.0,,,,,,,adam-lehnortt-1,,6,LB,0.0,,,,,,,,,,,,0.0,Career,,,West Virginia,,1,0.0,,,,21.0,0,0.0,
Career,,147,,0.0,0.0,0.0,0.0,1.0,,,5,0,,0.0,Adam Leonard,0.0,,0.0,,,,,adam-leonard-1,,6,LB,0.0,,,,,,,,,,,5.5,0.0,Career,169,24.5,Hawaii,316,1,0.0,,,,20.0,122,24.4,
Career,20.0,,1.0,,,,,,,,,,0.0,0.0,Adam Lige,,1.0,,100.0,0.0,20.0,20.0,adam-lige-1,155,78,RB,,268.0,3,342,9.0,38,117,10,444,3.8,13,,,Career,,,Bowling Green State,,13,,,786,5.1,,,,
Career,,,,,,,,,,,,,,,Adam Madsen,,,,,,,,adam-madsen-1,1,,QB,,,,,,,1,0,4,4.0,0,,,Career,,,Utah,,,,,4,4.0,,,,
Career,,,,,,,,,,,,,,,Adam McCauley,,,,,,,,adam-mccauley-1,,18,TE,,,,,,,,,,,,,,Career,,,Louisville,,3,,,,,,,,
Career,,69,,,,1,0,0,,,,,,,Adam McClurg,,,3,,,,,adam-mcclurg-1,,,LB,,,,,,,,,,,,2.5,,Career,97,19.0,Indiana,166,,,,,,0,,,
Career,,,,,,,,,,,2,0,,,Adam McConathy,,,,,,,,adam-mcconathy-1,,,LB,,,,,,,,,,,,,,Career,,,Louisiana Tech,,,,,,,,21,10.5,
Career,,4.0,,,,0.0,0.0,0.0,,,0,0,,,Adam McDowell,,,0.0,,,,,adam-mcdowell-1,,,OL,,,,,,,,,,,,0.0,,Career,2.0,0.5,Fresno State,6.0,,,,,,0.0,0,,
Career,,,,,,,,,,,,,,1.0,Adam Moorhead,,,,,,,,adam-moorhead-1,85,18,RB,,,0.0,15.0,2.1,7.0,78,2,395,5.1,2,,,Career,,,Tulane,,3,,,410,4.8,,,,
Career,,1,,32,11,0,0,0,,,,,,0,Adam Moss,,,0,,,,,adam-moss-1,,65,K,0,,,,,,,,,,,0.0,0,Career,1,0.0,Florida International,2,0,0,,,,0,,,
Career,,1.0,,,,,,,,,0,0,,,Adam Podlesh,,,,,,,,adam-podlesh-1,,,P,,,,,,,,,,,,0.0,,Career,2.0,0.0,Maryland,3.0,,,,,,,0,,
Career,12.3,,3.0,,,,,,,,,,0.0,,Adam Porter,,4.0,,75.0,0.0,49.0,12.3,adam-porter-1,46,6,WR,,177.9,0.0,347.0,16.5,21.0,25,1,169,6.8,1,,,Career,,,Ohio,,1,,,516,11.2,,,,
Career,,4,,,,0,0,0,,,,,,,Adam Richey,,,0,,,,,adam-richey-2,,,DB,,,,,,,,,,,,0.0,,Career,8,0.0,Kentucky,12,,,,,,0,,,
Career,,20,,,,0,0,0,,,,,,,Adam Roberts,,,2,,,,,adam-roberts-1,,,DL,,,,,,,,,,,,6.0,,Career,30,13.0,Cincinnati,50,,,,,,0,,,
Career,7.1,,22,,,,,,,,,,1,,Adam Rothenfluh,,38,,57.9,2,276,7.3,adam-rothenfluh-1,12,,QB,,131.0,,,,,12,0,-24,-2.0,0,,,Career,,,Oregon State,,,,,-24,-2.0,,,,
Career,,,,,,,,,,,5,0,,,Adam Runk,,,,,,,,adam-runk-1,,,DB,,,,,,,,,,,,,,Career,,,Iowa State,,,,,,,,34,6.8,
Career,8.1,,5,,,,,,,,,,0,,Adam Russell,,8,,62.5,0,65,8.1,adam-russell-1,2,,QB,,130.8,,,,,2,0,-1,-0.5,0,,,Career,,,Mississippi State,,,,,-1,-0.5,,,,
Career,,,,,,,,,,,,,,0.0,Adam Salina,,,,,,,,adam-salina-1,85,60,RB,,,1,129,7.2,18,67.0,9.0,223.0,3.3,10,,,Career,,,Stanford,,10,,,352,4.1,,,,
Career,,1,,,,0,0,0,,,,,,,Adam Schlamp,,,0,,,,,adam-schlamp-1,,,WR,,,,,,,,,,,,0.0,,Career,2,0.0,Northern Illinois,3,,,,,,0,,,
Career,,18,,,,1,0,0,,,,,,,Adam Schroeder,,,1,,,,,adam-schroeder-1,,,DL,,,,,,,,,,,,2.5,,Career,6,3.5,Northern Illinois,24,,,,,,0,,,
Career,,,,,,,,,,,,,,,Adam Schwartz,,,,,,,,adam-schwartz-1,1,,RB,,,,,,,1,0,0,0.0,0,,,Career,,,Arizona,,,,,0,0.0,,,,
Career,,,,,,,,,,,,,,0,Adam Seery,,,,,,,,adam-seery-1,8,6,RB,,,1,17,5.7,3,5,0,14,2.8,1,,,Career,,,Washington,,1,,,31,3.9,,,,
Career,,,,,,,,,,,,,,,Adam Senk,,,,,,,,adam-senk-1,1,,RB,,,,,,,1,0,4,4.0,0,,,Career,,,Penn State,,,,,4,4.0,,,,
Career,,,,,,,,,,,2,0,,,Adam Seward,,,,,,,,adam-seward-1,,,LB,,,,,,,,,,,,,,Career,,,UNLV,,,,,,,,22,11.0,
Career,,26,,0.0,0.0,1.0,0.0,0.0,,,6,1,,0.0,Adam Shada,0.0,,5.0,,,,,adam-shada-1,,6,DB,0.0,,,,,,,,,,,1.0,0.0,Career,92,2.5,Iowa,118,1,0.0,,,,0.0,122,20.3,
Career,,,,,,,,,,,,,,,Adam Simonson,,,,,,,,adam-simonson-1,,54,TE,,,,,,,,,,,,,,Career,,,Central Michigan,,9,,,,,,,,
Career,5.7,,228,,,,,,,,,,10,,Adam Smith,,415,,54.9,14,2549,6.1,adam-smith-1,89,12,QB,,112.8,0.0,-12.0,-12.0,1.0,88,2,-158,-1.8,2,,,Career,,,Duke,,2,,,-170,-1.9,,,,
Career,,,,2.0,10,,,,,,,,,,Adam Stiles,,,,,,,,adam-stiles-1,2,32,K,,,,,,,2.0,0.0,-48.0,-24.0,0,,,Career,,,Baylor,,0,,,-48,-24.0,,,,
Career,,,,,,,,,,,,,,,Adam Strecker,,,,,,,,adam-strecker-1,,24,TE,,,,,,,,,,,,,,Career,,,Air Force,,4,,,,,,,,
Career,,,,0,0,,,,,,,,,0,Adam Sugarman,,,,,,,,adam-sugarman-1,,2,DB,0,,,,,,,,,,,,0,Career,,,California,,0,1,,,,,,,
Career,7.1,0.0,603,,,,,,,,0,0,29,,Adam Tafralis,,1027,,58.7,52,7548,7.3,adam-tafralis-1,251,54,QB,,131.5,0.0,26.0,6.5,4.0,247,9,563,2.3,9,0.0,,Career,4.0,0.0,San Jose State,4.0,9,,,589,2.3,,0,,
Career,,,,,,,,,,,,,,,Adam Tate,,,,,,,,adam-tate-1,336,120,RB,,,1,212,13.3,16,320,19,1479,4.6,20,,,Career,,,Utah,,20,,,1691,5.0,,,,
Career,4.6,,18,,,,,,,,,,3,,Adam Thompson,,33,,54.5,3,227,6.9,adam-thompson-1,102,12,QB,,124.1,,,,,102,2,539,5.3,2,,,Career,,,Army,,2,,,539,5.3,,,,
Career,,1,,,,0,0,0,,,,,,,Adam Truitt,,,0,,,,,adam-truitt-1,,,OL,,,,,,,,,,,,0.0,,Career,1,0.0,UAB,2,,,,,,0,,,
Career,,0.0,,,,0.0,0.0,0.0,,,0,0,,,Adam Venegas,,,0.0,,,,,adam-venegas-1,,,DL,,,,,,,,,,,,0.0,,Career,1.0,0.0,North Texas,1.0,,,,,,0.0,0,,
Career,,4,,,,0,0,0,,,,,,,Adam Vincent,,,0,,,,,adam-vincent-1,,,LB,,,,,,,,,,,,0.5,,Career,9,0.5,Arizona State,13,,,,,,0,,,
Career,,,,,,,,,,,2,0,,,Adam Wade,,,,,,,,adam-wade-1,,,LB,,,,,,,,,,,,,,Career,,,Colorado State,,,,,,,,33,16.5,
Career,2.0,,1.0,21.0,3.0,,,,,,,,0.0,,Adam Walterscheid,,1.0,,100.0,0.0,2.0,2.0,adam-walterscheid-1,1,30,P,,116.8,,,,,1.0,0.0,-16.0,-16.0,0,,,Career,,,SMU,,0,,,-16,-16.0,,,,
Career,,0,,,,0,0,0,,,,,,,Adam West,,,0,,,,,adam-west-1,,,DL,,,,,,,,,,,,0.0,,Career,1,0.0,Washington State,1,,,,,,0,,,
Career,,,,,,,,,,,,,,,Adam Wulfeck,,,,,,,,adam-wulfeck-1,1,,P,,,,,,,1.0,0.0,14.0,14.0,0,,,Career,,,Cincinnati,,,,,14,14.0,,,,
Career,,22,,0.0,0.0,0.0,0.0,1,,,0,0,,0.0,Adam Zanotti,0.0,,1.0,,,,,adam-zanotti-1,,6,DB,0,,,,,,,,,,,1.0,0.0,Career,12,1.0,Air Force,34,1,0.0,,,,98,0,,
Career,,72,,,,3,1,0,,,,,,,Adamm Oliver,,,2,,,,,adamm-oliver-1,,,DL,,,,,,,,,,,,11.0,,Career,80,25.0,Georgia Tech,152,,,,,,7,,,
Career,,,,0.0,0.0,,,,,,,,,0.0,Adarius Bowman,,,,,,,,adarius-bowman-1,,150,WR,0.0,,,,,,,,,,,,0.0,Career,,,Overall,,25,0.0,,,,,,,
Career,,,,,,,,,,,,,,,Ade Adeyemo,,,,,,,,ade-adeyemo-1,,6,WR,,,,,,,,,,,,,,Career,,,Illinois,,1,,,,,,,,
Career,,,,,,,,,,,4,0,,,Ade Jimoh,,,,,,,,ade-jimoh-1,,,DB,,,,,,,,,,,,,,Career,,,Utah State,,,,,,,,3,0.8,
Career,,,,,,,,,,,,,,0.0,Ade Tuyo,,,,,,,,ade-tuyo-1,71,6,RB,,,0.0,49.0,4.5,11.0,60,1,207,3.5,1,,,Career,,,Tulane,,1,,,256,3.6,,,,
Career,,,,,,,,,,,4,2,,,Adell Duckett,,,,,,,,adell-duckett-1,,12,DL,,,,,,,,,,,,,,Career,,,Texas Tech,,2,,,,,,86,21.5,
Career,,,,,,,,,,,,,,0,Adell Givens,,,,,,,,adell-givens-1,215,42,RB,,,1,137,10.5,13,202,6,963,4.8,7,,,Career,,,Ball State,,7,,,1100,5.1,,,,
Career,0.0,,0,0,0,,,,,,,,0,0,Adimchinobe Echemandu,,1,,0.0,0,0,0.0,adimchinobe-echemandu-1,260,78,RB,0,0.0,0,185,8.4,22,238,13,1195,5.0,13,,0,Career,,,California,,13,0,,1380,5.3,,,,
Career,,0.0,,,,,,,,,1,0,,,Adolphus Shelton,,,,,,,,adolphus-shelton-1,4,,RB,,,,,,,4.0,0.0,10.0,2.5,0,0.0,,Career,1.0,0.0,Iowa,1.0,,,,10,2.5,,4,4.0,
Career,,,,,,,,,,,,,,,Adrayll Askew,,,,,,,,adrayll-askew-1,,6,WR,,,,,,,,,,,,,,Career,,,Rice,,1,,,,,,,,
Career,,,,,,,,,,,3,0,,,Adrian Abrams,,,,,,,,adrian-abrams-1,,6,LB,1.0,,,,,,,,,,,,,Career,,,UAB,,1,,,,,,0,0.0,
Career,,,,,,,,,,,,,,,Adrian Aragon,,,,,,,,adrian-aragon-1,1,,QB,,,,,,,1,0,-1,-1.0,0,,,Career,,,UTEP,,,,,-1,-1.0,,,,
Career,15.5,0.0,1.0,,,,,,,,0,0,0.0,0.0,Adrian Arrington,,2.0,,50.0,1.0,11.0,5.5,adrian-arrington-1,,96,WR,,261.2,,,,,,,,,,0.0,,Career,2.0,0.0,Michigan,2.0,16,,,,,,0,,
Career,,,,,,,,,,,,,,0.0,Adrian Autry,,,,,,,,adrian-autry-1,408,72,RB,,,0,97,4.9,20,388,12,1588,4.1,12,,,Career,,,Northwestern,,12,,,1685,4.1,,,,
Career,,71,,,,0.0,0.0,0.0,,,4,0,,,Adrian Aye-Darko,,,5.0,,,,,adrian-aye-darko-1,,,DB,,,,,,,,,,,,2.0,,Career,108,6.0,Duke,179,,,,,,0.0,27,6.8,
Career,4.9,,3.0,,,,,,,,,,0.0,,Adrian Barbera,,7.0,,42.9,0.0,34.0,4.9,adrian-barbera-1,7,,WR,,83.7,0.0,11.0,11.0,1.0,6.0,0.0,19.0,3.2,0,,,Career,,,Eastern Michigan,,,,,30,4.3,,,,
Career,,,,,,,,,,,,,,0.0,Adrian Boyd,,,,,,,,adrian-boyd-1,,18,WR,0.0,,,,,,,,,,,,,Career,,,New Mexico,,3,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Adrian Burnette,,,,,,,,adrian-burnette-1,,144,WR,0.0,,,,,,,,,,,,,Career,,,Tulane,,24,,,,,,,,
Career,,3.0,,,,,,,,,0,0,,0.0,Adrian Byrd,,,,,,,,adrian-byrd-1,97,24,RB,,,1.0,31.0,5.2,6.0,91,3,467,5.1,4,0.0,,Career,3.0,0.0,New Mexico,6.0,4,,,498,5.1,,0,,
Career,,14,,,,0,1,0,,,,,,,Adrian Davis,,,0,,,,,adrian-davis-2,,,DL,,,,,,,,,,,,0.0,,Career,4,0.5,Marshall,18,,,,,,7,,,
Career,,0.0,,,,,,,,,0,0,,0.0,Adrian Davis,,,,,,,,adrian-davis-3,172,36,RB,,,0.0,26.0,8.7,3.0,169,6,779,4.6,6,0.0,,Career,1.0,0.0,Northern Illinois,1.0,6,,,805,4.7,,0,,
Career,,,,,,,,,,,7,0,,,Adrian Duncan,,,,,,,,adrian-duncan-1,,,DB,,,,,,,,,,,,,,Career,,,Wake Forest,,,,,,,,65,9.3,
Career,,,,,,,,,,,,,,,Adrian Ervin,,,,,,,,adrian-ervin-1,95,18,RB,,,0.0,20.0,5.0,4.0,91,3,568,6.2,3,,,Career,,,Texas Tech,,3,,,588,6.2,,,,
Career,,7.0,,,,,,,,,2,0,,,Adrian Ghent,,,,,,,,adrian-ghent-1,,,DB,,,,,,,,,,,,0.0,,Career,26.0,2.0,Troy,33.0,,,,,,,14,7.0,
Career,,48,,0,0,3,1,1,,,,,,0,Adrian Grady,,,1,,,,,adrian-grady-1,,6,DL,0,,,,,,,,,,,2.5,0,Career,53,18.0,Louisville,101,1,0,,,,19,,,
Career,,0,,,,0,0,0,,,,,,,Adrian Griffin,,,0,,,,,adrian-griffin-1,,,DB,,,,,,,,,,,,0.0,,Career,1,0.0,Mississippi State,1,,,,,,0,,,
Career,,28,,,,2.0,0.0,0.0,,,1,0,,,Adrian Haywood,,,1.0,,,,,adrian-haywood-1,,,DL,,,,,,,,,,,,10.0,,Career,49,28.5,SMU,77,,,,,,0.0,3,3.0,
Career,,,,,,,,,,,,,,0.0,Adrian Jones,,,,,,,,adrian-jones-1,,12,OL,,,,,,,,,,,,,,Career,,,Kansas,,2,,,,,,,,
Career,,,,,,,,,,,,,,,Adrian Madise,,,,,,,,adrian-madise-1,,42,WR,,,,,,,,,,,,,,Career,,,Texas Christian,,7,,,,,,,,
Career,,32,,,,0,0,0,,,,,,,Adrian McCovy,,,1,,,,,adrian-mccovy-1,,,LB,,,,,,,,,,,,3.0,,Career,36,4.5,Arizona,68,,,,,,0,,,
Career,7.6,,98,,,,,,,,,,1,,Adrian McPherson,,192,,51.0,14,1215,6.3,adrian-mcpherson-1,71,,QB,,127.2,,,,,71,0,196,2.8,0,,,Career,,,Florida State,,,,,196,2.8,,,,
