,adjusted_yards_per_attempt,assists_on_tackles,completed_passes,extra_points_made,field_goals_made,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,games,height,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdowns,name,other_touchdowns,pass_attempts,passes_defended,passing_completion,passing_touchdowns,passing_yards,passing_yards_per_attempt,player_id,plays_from_scrimmage,points,position,punt_return_touchdowns,quarterback_rating,receiving_touchdowns,receiving_yards,receiving_yards_per_reception,receptions,rush_attempts,rush_touchdowns,rush_yards,rush_yards_per_attempt,rushing_and_receiving_touchdowns,sacks,safeties,season,solo_tackles,tackles_for_loss,team_abbreviation,total_tackles,total_touchdowns,two_point_conversions,weight,yards_from_scrimmage,yards_from_scrimmage_per_play,yards_recovered_from_fumble,yards_returned_from_interceptions,yards_returned_per_interception,year
Career,,,,,,,,,,,2,1,,,Ty Myers,,,,,,,,ty-myers-1,,6,LB,,,,,,,,,,,,,,Career,,,Illinois,,1,,,,,,6,3.0,
Career,,13.0,,,,,,,,,1,0,,0.0,Ty Paffett,,,,,,,,ty-paffett-1,42,24,WR,,,0.0,124.0,13.8,9.0,33.0,4.0,196.0,5.9,4,0.0,,Career,12.0,1.5,Air Force,25.0,4,,,320,7.6,,0,0.0,
Career,,42,,,,3,0,0,,,,,,,Ty Steinkuhler,,,0,,,,,ty-steinkuhler-1,,,DL,,,,,,,,,,,,3.5,,Career,46,14.0,Nebraska,88,,,,,,0,,,
Career,,,,,,,,,,,1,0,,,Ty Stover,,,,,,,,ty-stover-1,3,,LB,,,,,,,3.0,0.0,8.0,2.7,0,,,Career,,,Bowling Green State,,,,,8,2.7,,18,18.0,
Career,,,,,,,,,,,,,,0.0,Ty Washington,,,,,,,,ty-washington-1,22,6,RB,,,0.0,27.0,6.8,4.0,18.0,1.0,84.0,4.7,1,,,Career,,,Akron,,1,,,111,5.0,,,,
Career,,32,,,,1,0,0,,,,,,,Tye Adams,,,1,,,,,tye-adams-1,,,DL,,,,,,,,,,,,5.0,,Career,26,7.0,Navy,58,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tye Graham,,,,,,,,tye-graham-1,1,,TE,,,,,,,1,0,6,6.0,0,,,Career,,,Tulane,,,,,6,6.0,,,,
Career,6.5,,253,,,,,,,,,,12,,Tye Gunn,,460,,55.0,19,3131,6.8,tye-gunn-1,152,30,QB,,120.6,,,,,152,5,258,1.7,5,,,Career,,,Texas Christian,,5,,,258,1.7,,,,
Career,,8.0,,,,,,,,,5,0,,,Tye Hill,,,,,,,,tye-hill-1,45,12,DB,,,0.0,7.0,2.3,3.0,42.0,2.0,225.0,5.4,2,0.0,,Career,35.0,4.0,Clemson,43.0,2,,,232,5.2,,33,6.6,
Career,,,,,,,,,,,,,,0.0,Tye Keith,,,,,,,,tye-keith-1,,60,WR,0.0,,,,,,,,,,,,,Career,,,Cincinnati,,10,,,,,,,,
Career,,0,,,,0,0,0,,,,,,,Tye Rexrode,,,0,,,,,tye-rexrode-1,,,LB,,,,,,,,,,,,0.0,,Career,2,0.0,North Texas,2,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tyease Thompson,,,,,,,,tyease-thompson-1,23,,RB,,,0,-3,-1.5,2,21,0,77,3.7,0,,,Career,,,Iowa State,,,,,74,3.2,,,,
Career,8.0,,1.0,,,,,,,,,,0.0,,Tyeler Dean,,1.0,,100.0,0.0,8.0,8.0,tyeler-dean-1,,,P,,167.2,,,,,,,,,,,,Career,,,South Carolina,,,,,,,,,,
Career,,,,0.0,0.0,,0.0,1.0,,,1,0,,0.0,Tyjuan Hagler,0.0,,,,,,,tyjuan-hagler-1,,6,LB,0.0,,,,,,,,,,,,0.0,Career,,,Cincinnati,,1,0.0,,,,0.0,15,15.0,
Career,,7,,,,0,0,0,,,,,,,Tyjuan Jones,,,0,,,,,tyjuan-jones-1,,,LB,,,,,,,,,,,,0.0,,Career,3,0.0,Cincinnati,10,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tyke Spencer,,,,,,,,tyke-spencer-1,,12,WR,,,,,,,,,,,,,,Career,,,Indiana,,2,,,,,,,,
Career,,0,,,,0,0,0,,,,,,,Tyle Polumbus,,,0,,,,,tyle-polumbus-1,,,OL,,,,,,,,,,,,0.0,,Career,3,0.0,Colorado,3,,,,,,0,,,
Career,,,,55.0,18,,,,,,,,,,Tyler Ashe,,,,,,,,tyler-ashe-1,,109,K,,,,,,,,,,,,,,Career,,,Wake Forest,,0,,,,,,,,
Career,,1,,,,0,0,0,,,,,,,Tyler Bergan,,,0,,,,,tyler-bergan-1,,,LB,,,,,,,,,,,,0.0,,Career,2,0.0,Iowa,3,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tyler Bolli,,,,,,,,tyler-bolli-1,,6,WR,,,,,,,,,,,,,,Career,,,Brigham Young,,1,,,,,,,,
Career,,,,0,0,,1,1,,,,,,0,Tyler Brayton,,,,,,,,tyler-brayton-1,,6,DL,0,,,,,,,,,,,,0,Career,,,Colorado,,1,0,,,,14,,,
Career,,,,,,,,,,,2,0,,,Tyler Brickell,,,,,,,,tyler-brickell-1,,,LB,,,,,,,,,,,,,,Career,,,UNLV,,,,,,,,7,3.5,
Career,,,,,,,,,,,,,,,Tyler Cashman,,,,,,,,tyler-cashman-1,,48,TE,,,,,,,,,,,,,,Career,,,USC,,8,,,,,,,,
Career,,63,,,,0.0,0.0,0.0,,,1,0,,,Tyler Clutts,,,6.0,,,,,tyler-clutts-1,,,DL,,,,,,,,,,,,19.5,,Career,90,25.0,Fresno State,153,,,,,,0.0,14,14.0,
Career,,66,,,,1.0,0.0,0.0,,,1,0,,,Tyler Donaldson,,,3.0,,,,,tyler-donaldson-1,,,DL,,,,,,,,,,,,9.5,,Career,54,24.5,New Mexico,120,,,,,,0.0,17,17.0,
Career,7.7,1.0,235,,,,,,,,0,0,13,,Tyler Donovan,,400,,58.8,22,3227,8.1,tyler-donovan-1,153,36,QB,,138.2,,,,,153,6,479,3.1,6,0.0,,Career,4.0,0.0,Wisconsin,5.0,6,,,479,3.1,,0,,
Career,0.0,,0.0,0.0,0.0,,,,,,,,0.0,0,Tyler Ebell,0.0,2.0,,0.0,0.0,0.0,0.0,tyler-ebell-1,510,114,RB,0,0.0,2,390,9.3,42,468,17,2031,4.3,19,,0.0,Career,,,Overall,,19,0.0,,2421,4.7,,,,
Career,,,,,,,,,,,,,,,Tyler Ecker,,,,,,,,tyler-ecker-1,,36,TE,,,,,,,,,,,,,,Career,,,Michigan,,6,,,,,,,,
Career,,11.0,,0.0,0.0,0.0,0.0,0.0,,,3,1,,0.0,Tyler Everett,0.0,,2.0,,,,,tyler-everett-1,,6,DB,0.0,,,,,,,,,,,1.0,0.0,Career,22.0,1.0,Ohio State,33.0,1,0.0,,,,0.0,90,30.0,
Career,,2,,,,0,0,0,,,,,,,Tyler Fisher,,,1,,,,,tyler-fisher-1,,,DB,,,,,,,,,,,,0.0,,Career,6,0.0,Nebraska,8,,,,,,0,,,
Career,,,,54.0,15.0,,,,,,,,,0.0,Tyler Fredrickson,0.0,,,,,,,tyler-fredrickson-1,1,99,K,0.0,,0.0,0.0,,0.0,1.0,0.0,-9.0,-9.0,0,,0.0,Career,,,California,,0,0.0,,-9,-9.0,,,,
Career,,,,,,,,,,,,,,,Tyler Gaus,,,,,,,,tyler-gaus-1,2,,P,,,,,,,2.0,0.0,-16.0,-8.0,0,,,Career,,,New Mexico,,,,,-16,-8.0,,,,
Career,5.3,,282,,,,,,,,,,15,,Tyler Gooch,,508,,55.5,22,2925,5.8,tyler-gooch-1,197,18,QB,,112.3,,,,,197,3,580,2.9,3,,,Career,,,Tulsa,,3,,,580,2.9,,,,
Career,,,,,,,,,,,1,1,,0.0,Tyler Gottschalk,,,,,,,,tyler-gottschalk-1,,6,LB,,,,,,,,,,,,,,Career,,,Wyoming,,1,,,,,,60,60.0,
Career,7.9,1.0,180,,,,,,,,0,0,11,,Tyler Graunke,,294,,61.2,19,2429,8.3,tyler-graunke-1,57,24,QB,,144.5,0.0,1.0,1.0,1.0,56,4,89,1.6,4,0.0,,Career,1.0,0.0,Hawaii,2.0,4,,,90,1.6,,0,,
Career,,2,,,,1.0,0.0,0.0,,,0,0,,,Tyler Griffin,,,0.0,,,,,tyler-griffin-2,,,DB,,,,,,,,,,,,0.0,,Career,11,0.0,Memphis,13,,,,,,0.0,0,,
Career,-45.0,7.0,0.0,,,,,,,,0,0,1.0,0.0,Tyler Grisham,,1.0,,0.0,0.0,0.0,0.0,tyler-grisham-1,,48,WR,0.0,-200.0,,,,,,,,,,0.0,,Career,15.0,0.0,Clemson,22.0,8,,,,,,0,,
Career,,1.0,,,,,,,,,0,0,,,Tyler Holden,,,,,,,,tyler-holden-1,,30,WR,,,,,,,,,,,,0.0,,Career,4.0,0.0,Wyoming,5.0,5,,,,,,0,,
Career,3.0,0.0,115,,,,,,,,0,0,11,,Tyler Jones,,206,,55.8,6,999,4.8,tyler-jones-1,322,84,WR,,95.5,9.0,1105.0,10.3,107.0,215,5,741,3.4,14,0.0,,Career,3.0,0.0,Eastern Michigan,3.0,14,,,1846,5.7,,0,,
Career,,,,156,46,,,,,,,,,,Tyler Jones,,,,,,,,tyler-jones-2,,294,K,,,,,,,,,,,,,,Career,,,Boise State,,0,,,,,,,,
Career,,4,,,,0,0,0,,,,,,,Tyler Kimes,,,1,,,,,tyler-kimes-1,,,DL,,,,,,,,,,,,0.0,,Career,0,0.0,Air Force,4,,,,,,0,,,
Career,,,,,,,1,0,,,,,,,Tyler Krambrink,,,,,,,,tyler-krambrink-1,,,LB,,,,,,,,,,,,,,Career,,,Washington,,,,,,,23,,,
Career,,0,,,,0,0,0,,,,,,,Tyler Krieg,,,0,,,,,tyler-krieg-1,,,OL,,,,,,,,,,,,0.0,,Career,1,0.0,Duke,1,,,,,,0,,,
Career,,,,47,20,,,,,,,,,,Tyler Kuecker,,,,,,,,tyler-kuecker-1,,107,K,,,,,,,,,,,,,,Career,,,Louisiana-Monroe,,0,,,,,,,,
Career,,,,,,,,,,,,,,,Tyler Lasseigne,,,,,,,,tyler-lasseigne-1,,6,RB,,,,,,,,,,,,,,Career,,,Louisiana Tech,,1,,,,,,,,
Career,,16,,,,1,0,0,,,,,,,Tyler Lindstrom,,,1,,,,,tyler-lindstrom-1,,,LB,,,,,,,,,,,,1.0,,Career,26,5.5,Baylor,42,,,,,,0,,,
Career,,0,,,,0,0,0,,,,,,,Tyler Mark,,,0,,,,,tyler-mark-1,,,DB,,,,,,,,,,,,0.0,,Career,1,0.0,Iowa State,1,,,,,,0,,,
Career,,0,,,,0,0,0,,,,,,,Tyler Miller,,,0,,,,,tyler-miller-1,,,OL,,,,,,,,,,,,0.0,,Career,3,0.0,Louisiana Tech,3,,,,,,0,,,
Career,,32,,,,,,,,,1,0,,,Tyler Norman,,,,,,,,tyler-norman-1,,,LB,,,,,,,,,,,,0.0,,Career,34,4.0,Louisiana,66,,,,,,,16,16.0,
Career,7.9,0.0,645,,,,,,,,0,0,25,,Tyler Palko,,1075,,60.0,66,8343,7.8,tyler-palko-1,275,72,QB,,140.8,,,,,275,12,86,0.3,12,0.0,,Career,3.0,0.0,Pitt,3.0,12,,,86,0.3,,0,,
Career,,10,,,,0,0,0,,,,,,,Tyler Rouse,,,0,,,,,tyler-rouse-1,,,DB,,,,,,,,,,,,0.0,,Career,8,0.0,Illinois,18,,,,,,0,,,
Career,,94.0,,,,,,1.0,,,6,1,,,Tyler Russ,,,,,,,,tyler-russ-1,,12,LB,,,,,,,,,,,,2.5,,Career,86.0,12.5,Ohio,180.0,2,,,,,19.0,73,12.2,
Career,,3,,,,0,0,0,,,,,,,Tyler Schmitt,,,0,,,,,tyler-schmitt-1,,,OL,,,,,,,,,,,,0.0,,Career,10,0.0,San Diego State,13,,,,,,0,,,
Career,2.2,,1,,,,,,,,,,0,,Tyler Thomas,,5,,20.0,0,11,2.2,tyler-thomas-1,,,QB,,38.5,,,,,,,,,,,,Career,,,Oregon State,,,,,,,,,,
Career,,1.0,,,,0.0,0.0,0.0,,,0,0,,,Tyler Threadgill,,,0.0,,,,,tyler-threadgill-1,,,WR,,,,,,,,,,,,0.0,,Career,0.0,0.0,Mississippi State,1.0,,,,,,0.0,0,,
Career,,48,,0,0,3,0,0,,,,,,0,Tyler Tidwell,,,4,,,,,tyler-tidwell-1,,2,LB,0,,,,,,,,,,,13.5,1,Career,72,28.0,Navy,120,0,0,,,,0,,,
Career,,0,,,,0,0,0,,,,,,,Tyler Tipton,,,0,,,,,tyler-tipton-1,,,RB,,,,,,,,,,,,0.0,,Career,1,0.0,Pitt,1,,,,,,0,,,
Career,4.4,,40,,,,,,,,,,4,,Tyler Tomich,,101,,39.6,4,543,5.4,tyler-tomich-1,21,,QB,,89.9,,,,,21,0,-79,-3.8,0,,,Career,,,Oregon State,,,,,-79,-3.8,,,,
Career,,1.0,,,,,,,,,0,0,,,Tyler Vogel,,,,,,,,tyler-vogel-1,,6,TE,,,,,,,,,,,,0.0,,Career,2.0,0.0,Miami (OH),3.0,1,,,,,,0,,
Career,6.8,,284,,,,,,,,,,13,,Tyler Watts,,492,,57.7,20,3540,7.2,tyler-watts-1,305,54,QB,,126.3,0.0,8.0,8.0,1.0,304,9,1128,3.7,9,,,Career,,,Alabama,,9,,,1136,3.7,,,,
Career,,2.0,,,,0.0,0.0,0.0,,,0,0,,,Tyler Yenzer,,,0.0,,,,,tyler-yenzer-1,,,DL,,,,,,,,,,,,0.0,,Career,6.0,0.5,Texas Tech,8.0,,,,,,0.0,0,,
Career,,28,,,,1.0,0.0,0.0,,,1,0,,,Tyller Roberts,,,14.0,,,,,tyller-roberts-1,,,DB,,,,,,,,,,,,1.0,,Career,59,3.5,South Florida,87,,,,,,0.0,13,13.0,
Career,,0.0,,,,,,,,,0,0,,0.0,Tyree Barnes,,,,,,,,tyree-barnes-1,,42,WR,,,,,,,,,,,,0.0,,Career,1.0,0.0,Navy,1.0,7,,,,,,0,,
Career,19.5,,2.0,,,,,,,,,,0.0,0.0,Tyree Foreman,,2.0,,100.0,0.0,39.0,19.5,tyree-foreman-1,161,96,RB,,263.8,5.0,387.0,11.4,34.0,127,11,636,5.0,16,,,Career,,,Virginia,,16,,,1023,6.4,,,,
Career,,25,,,,0,0,0,,,,,,,Tyree Pollard,,,0,,,,,tyree-pollard-1,,,DL,,,,,,,,,,,,3.0,,Career,17,7.0,Toledo,42,,,,,,0,,,
Career,,,,,,,,,,,3,0,,0.0,Tyrell Dortch,,,,,,,,tyrell-dortch-1,122,18,LB,,,0.0,95.0,7.9,12.0,110.0,3.0,546.0,5.0,3,,,Career,,,Michigan State,,3,,,641,5.3,,0,0.0,
Career,,0.0,,,,,,,,,0,0,,,Tyrell Fenroy,,,,,,,,tyrell-fenroy-1,868,294,RB,,,1,585,9.8,60,808,48,4646,5.8,49,0.0,,Career,2.0,0.0,Louisiana,2.0,49,,,5231,6.0,,0,,
Career,,3.0,,,,0.0,0.0,0.0,,,0,0,,,Tyrell Gatewood,,,0.0,,,,,tyrell-gatewood-1,,,DB,,,,,,,,,,,,0.0,,Career,9.0,0.0,Texas,12.0,,,,,,0.0,0,,
Career,,,,,,,,,,,,,,1.0,Tyrell Godwin,,,,,,,,tyrell-godwin-1,6,6,RB,0.0,,0.0,-2.0,-2.0,1.0,5.0,0.0,6.0,1.2,0,,,Career,,,North Carolina,,1,,,4,0.7,,,,
Career,,88.0,,,,,,1.0,,,12,1,,0.0,Tyrell Johnson,,,,,,,,tyrell-johnson-1,3,12,DB,0.0,,0.0,3.0,3.0,1.0,2.0,0.0,2.0,1.0,0,0.0,,Career,181.0,6.5,Arkansas State,269.0,2,,,5,1.7,55.0,309,25.8,
Career,,2,,,,,,,,,0,0,,0.0,Tyrell Sutton,,,,,,,,tyrell-sutton-1,880,222,RB,,,6,1244,8.3,149,731,31,3886,5.3,37,0.0,,Career,4,0.0,Northwestern,6,37,,,5130,5.8,,0,,
Career,,,,,,,2,0,,,,,,,Tyreo Harrison,,,,,,,,tyreo-harrison-1,,,LB,,,,,,,,,,,,,,Career,,,Notre Dame,,,,,,,3,,,
Career,,2,,0.0,0.0,0.0,0.0,0.0,,,0,0,,0.0,Tyrice Thompson,0.0,,0.0,,,,,tyrice-thompson-1,,6,WR,0.0,,,,,,,,,,,0.0,0.0,Career,8,1.0,Arizona State,10,1,0.0,,,,0.0,0,,
Career,,21.0,,,,,,,,,3,1,,0.0,Tyron Brackenridge,,,,,,,,tyron-brackenridge-1,,6,DB,0.0,,,,,,,,,,,0.0,,Career,29.0,5.0,Washington State,50.0,1,,,,,,42,14.0,
Career,,,,,,,,,,,,,,,Tyron Griffin,,,,,,,,tyron-griffin-1,2,,RB,,,,,,,2,0,3,1.5,0,,,Career,,,Wisconsin,,,,,3,1.5,,,,
Career,,,,,,,,,,,,,,,Tyrone Baker,,,,,,,,tyrone-baker-1,44,6,RB,,,0.0,18.0,9.0,2.0,42,1,226,5.4,1,,,Career,,,Florida,,1,,,244,5.5,,,,
Career,,,,,,,,,,,,,,0.0,Tyrone Bolware,,,,,,,,tyrone-bolware-1,53,6,RB,,,0.0,113.0,8.7,13.0,40,1,110,2.8,1,,,Career,,,Southern Mississippi,,1,,,223,4.2,,,,
Career,,,,,,,,,,,,,,,Tyrone Brown,,,,,,,,tyrone-brown-2,3,,RB,,,,,,,3,0,3,1.0,0,,,Career,,,Brigham Young,,,,,3,1.0,,,,
Career,,,,,,,,,,,,,,,Tyrone Browning,,,,,,,,tyrone-browning-1,,12,WR,0.0,,,,,,,,,,,,,Career,,,Indiana,,2,,,,,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,,Tyrone Butterfield,,1.0,,0.0,0.0,0.0,0.0,tyrone-butterfield-1,,,WR,,0.0,,,,,,,,,,,,Career,,,Michigan,,,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Tyrone Calico,,,,,,,,tyrone-calico-1,,108,WR,,,,,,,,,,,,,,Career,,,Middle Tennessee State,,18,,,,,,,,
Career,,,,,,,,,,,3,0,,1,Tyrone Carter,,,,,,,,tyrone-carter-1,,6,DB,0.0,,,,,,,,,,,,,Career,,,Minnesota,,1,,,,,,8,2.7,
Career,,4,,,,0,0,0,,,,,,,Tyrone Carter,,,0,,,,,tyrone-carter-2,,,DB,,,,,,,,,,,,0.0,,Career,2,0.0,North Texas,6,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tyrone Crenshaw,,,,,,,,tyrone-crenshaw-1,56,,RB,,,0.0,12.0,6.0,2.0,54,0,284,5.3,0,,,Career,,,Michigan State,,,,,296,5.3,,,,
Career,,21.0,,,,,,1.0,,,5,0,,,Tyrone Culver,,,,,,,,tyrone-culver-1,,6,DB,,,,,,,,,,,,2.0,,Career,23.0,2.0,Fresno State,44.0,1,,,,,30.0,72,14.4,
Career,,,,,,,,,,,,,,,Tyrone Dalton,,,,,,,,tyrone-dalton-1,37,,RB,,,0,34,5.7,6,31,0,80,2.6,0,,,Career,,,Central Michigan,,,,,114,3.1,,,,
Career,,,,,,,,,,,,,,,Tyrone Dillard,,,,,,,,tyrone-dillard-1,,12,TE,,,,,,,,,,,,,,Career,,,Auburn,,2,,,,,,,,
Career,,,,0.0,0.0,,1.0,0.0,,,0,0,,0.0,Tyrone Ditzel,0.0,,,,,,,tyrone-ditzel-1,,6,DL,0.0,,,,,,,,,,,,0.0,Career,,,Temple,,1,0.0,,,,17.0,0,,
Career,,,,,,,,,,,,,,,Tyrone Evans,,,,,,,,tyrone-evans-1,70,,WR,,,0.0,4.0,0.8,5.0,65,0,294,4.5,0,,,Career,,,San Diego State,,,,,298,4.3,,,,
Career,,,,0,0,,,,,,,,,0,Tyrone Gifford,,,,,,,,tyrone-gifford-1,,6,DB,1,,,,,,,,,,,,0,Career,,,New Mexico State,,1,0,,,,,,,
Career,,,,,,,,,,,2,0,,,Tyrone Gilliard,,,,,,,,tyrone-gilliard-1,,,DB,,,,,,,,,,,,,,Career,,,Pitt,,,,,,,,12,6.0,
Career,,,,,,,,,,,,,,,Tyrone Gooch,,,,,,,,tyrone-gooch-1,44,,RB,,,0.0,18.0,4.5,4.0,40,0,192,4.8,0,,,Career,,,Northwestern,,,,,210,4.8,,,,
Career,,,,,,,,,,,,,,0.0,Tyrone Goodson,,,,,,,,tyrone-goodson-1,,72,WR,,,,,,,,,,,,,,Career,,,Auburn,,12,,,,,,,,
Career,,,,,,,,,,,,,,,Tyrone Graham,,,,,,,,tyrone-graham-1,3,,RB,,,,,,,3,0,8,2.7,0,,,Career,,,Tennessee,,,,,8,2.7,,,,
Career,,35.0,,,,,,,,,1,0,,,Tyrone Henderson,,,,,,,,tyrone-henderson-1,,,DB,,,,,,,,,,,,0.0,,Career,40.0,2.0,Colorado,75.0,,,,,,,19,19.0,
Career,,,,,,,,,,,,,,,Tyrone Henry,,,,,,,,tyrone-henry-1,51,6,RB,,,0,42,10.5,4,47,1,183,3.9,1,,,Career,,,Arkansas,,1,,,225,4.4,,,,
Career,,,,,,,,,,,,,,,Tyrone McKinney,,,,,,,,tyrone-mckinney-1,29,,RB,,,0,3,1.5,2,27,0,86,3.2,0,,,Career,,,Utah State,,,,,89,3.1,,,,
Career,,1.0,,,,,,,,,0,0,,,Tyrone Moss,,,,,,,,tyrone-moss-1,420,156,RB,0.0,,0.0,45.0,5.6,8.0,412,26,1942,4.7,26,0.0,,Career,0.0,0.0,Miami (FL),1.0,26,,,1987,4.7,,0,,
Career,,,,,,,,,,,,,,1,Tyrone Prothro,,,,,,,,tyrone-prothro-1,,42,WR,0.0,,,,,,,,,,,,,Career,,,Alabama,,7,,,,,,,,
Career,,,,,,,,,,,,,,0.0,Tyrone Roberson,,,,,,,,tyrone-roberson-1,89,12,RB,,,0.0,20.0,6.7,3.0,86,2,376,4.4,2,,,Career,,,Missouri,,2,,,396,4.4,,,,
Career,0.0,,0.0,,,,,,,,,,0.0,0.0,Tyrone Ryan,,1.0,,0.0,0.0,0.0,0.0,tyrone-ryan-1,71,24,RB,,0.0,1,58,19.3,3,68,3,287,4.2,4,,,Career,,,Akron,,4,,,345,4.9,,,,
Career,,,,0.0,0.0,,1.0,1.0,,,4,0,,0.0,Tyrone Sanders,0.0,,,,,,,tyrone-sanders-1,,6,DB,0.0,,,,,,,,,,,,0.0,Career,,,Texas Christian,,1,0.0,,,,35.0,26,6.5,
Career,,,,,,,,,,,2,0,,,Tyrone Stewart,,,,,,,,tyrone-stewart-1,,,DB,,,,,,,,,,,,,,Career,,,Maryland,,,,,,,,39,19.5,
Career,,,,,,,1.0,0.0,,,1,0,,,Tyrone Tucker,,,,,,,,tyrone-tucker-1,,,LB,,,,,,,,,,,,,,Career,,,Overall,,,,,,,0.0,4,4.0,
Career,,,,,,,,,,,,,,,Tyrone Uhlir,,,,,,,,tyrone-uhlir-1,11,,RB,,,,,,,11,0,30,2.7,0,,,Career,,,Nebraska,,,,,30,2.7,,,,
Career,,,,,,,,,,,,,,2.0,Tyrone Walker,,,,,,,,tyrone-walker-1,,36,WR,0.0,,,,,,,,,,,,,Career,,,Western Michigan,,6,,,,,,,,
Career,,,,,,,,,,,,,,0,Tyrone Watley,,,,,,,,tyrone-watley-2,,72,WR,0.0,,,,,,,,,,,,,Career,,,Iowa State,,12,,,,,,,,
Career,,32,,,,1.0,0.0,0.0,,,2,0,,,Tyronne Pruitt,,,4.0,,,,,tyronne-pruitt-1,,,LB,,,,,,,,,,,,1.0,,Career,93,12.5,Boston College,125,,,,,,0.0,30,15.0,
Career,,118,,0.0,0.0,0.0,0.0,0.0,,,8,2,,0.0,Tyrrell Herbert,0.0,,1.0,,,,,tyrrell-herbert-1,,12,DB,0.0,,,,,,,,,,,1.0,0.0,Career,134,1.0,Toledo,252,2,0.0,,,,0.0,215,26.9,
Career,,,,,,,,,,,,,,0.0,Tyrus Fontenot,,,,,,,,tyrus-fontenot-1,9,6,RB,,,0.0,62.0,20.7,3.0,6.0,1.0,13.0,2.2,1,,,Career,,,Kansas,,1,,,75,8.3,,,,
Career,,2,,,,0,0,0,,,,,,,Tyrus Gardner,,,0,,,,,tyrus-gardner-1,,,RB,,,,,,,,,,,,0.0,,Career,9,0.0,Virginia,11,,,,,,0,,,
Career,,,,,,,,,,,4,0,,,Tyrus Mccloud,,,,,,,,tyrus-mccloud-1,,,,,,,,,,,,,,,,,Career,,,Louisville,,,,,,,,35,8.8,
Career,,0.0,,,,,,,,,0,0,,,Tyson Beattie,,,,,,,,tyson-beattie-1,3,,P,,,,,,,3.0,0.0,36.0,12.0,0,0.0,,Career,1.0,0.0,Indiana,1.0,,,,36,12.0,,0,,
Career,,,,,,,,,,,,,,0.0,Tyson Browning,,,,,,,,tyson-browning-1,159,42,RB,1.0,,2,361,10.9,33,126,4,513,4.1,6,,,Career,,,Georgia,,7,,,874,5.5,,,,
Career,,0.0,,,,,,,,,0,0,,0.0,Tyson Devree,,,,,,,,tyson-devree-1,,90,TE,,,,,,,,,,,,0.0,,Career,1.0,0.0,Overall,1.0,15,,,,,,0,,
Career,,51.0,,0.0,0.0,1.0,0.0,0.0,,,1,0,,0.0,Tyson Ditmore,0.0,,6.0,,,,,tyson-ditmore-1,,6,DB,1.0,,,,,,,,,,,0.0,0.0,Career,40.0,2.5,New Mexico,91.0,1,0.0,,,,0.0,0,0.0,
Career,1.0,,1,,,,,,,,,,0,,Tyson Dunham,,1,,100.0,0,1,1.0,tyson-dunham-1,,,P,,108.4,,,,,,,,,,,,Career,,,Brigham Young,,,,,,,,,,
Career,,,,,,,,,,,1,0,,,Tyson Hampton,,,,,,,,tyson-hampton-1,,,DB,,,,,,,,,,,,,,Career,,,Baylor,,,,,,,,5,5.0,
Career,1.9,,44,,,,,,,,,,6,,Tyson Helton,,109,,40.4,1,454,4.2,tyson-helton-1,15,,QB,,67.4,,,,,15.0,0.0,-9.0,-0.6,0,,,Career,,,Houston,,,,,-9,-0.6,,,,
Career,12.0,,3,,,,,,,,,,1,0.0,Tyson Hinshaw,,7,,42.9,0,129,18.4,tyson-hinshaw-1,,102,WR,,169.1,,,,,,,,,,,,Career,,,UCF,,17,,,,,,,,
Career,,69,,,,1.0,1.0,0.0,,,1,0,,,Tyson Jackson,,,14.0,,,,,tyson-jackson-1,,,DL,,,,,,,,,,,,17.0,,Career,52,26.5,LSU,121,,,,,,18.0,0,0.0,
Career,,18,,,,0,0,0,,,,,,,Tyson Kafentzis,,,0,,,,,tyson-kafentzis-1,,,LB,,,,,,,,,,,,0.0,,Career,28,3.0,Hawaii,46,,,,,,0,,,
Career,,,,,,,,,,,,,,,Tyson Schwieger,,,,,,,,tyson-schwieger-1,,60,WR,,,,,,,,,,,,,,Career,,,Kansas State,,10,,,,,,,,
Career,,,,,,,,,,5-10,1,0,,,Tyson Smith,,,,,,,,tyson-smith-1,,,LB,,,,,,,,,,,,,,Career,,,Iowa State,,,,170,,,,11,11.0,
Career,,,,,,,,,,,5,0,,,Tyson Smith,,,,,,,,tyson-smith-2,,,DB,,,,,,,,,,,,,,Career,,,Brigham Young,,,,,,,,109,21.8,
Career,,,,,,,,,,,,,,0,Tyson Thompson,,,,,,,,tyson-thompson-2,167,42,RB,,,2,231,14.4,16,151,5,811,5.4,7,,,Career,,,San Jose State,,7,,,1042,6.2,,,,
Career,,6,,,,0,0,0,,,,,,,Tyus Jackson,,,1,,,,,tyus-jackson-1,,,DL,,,,,,,,,,,,1.0,,Career,7,1.0,Memphis,13,,,,,,0,,,
Career,,89.0,,,,,,,,,3,0,,2.0,Tyvon Branch,,,,,,,,tyvon-branch-1,,12,DB,,,,,,,,,,,,0.5,,Career,122.0,7.5,Connecticut,211.0,2,,,,,,15,5.0,
